,Name,Term,ES,NES
425,A010844,Androgen Response,8356.394727528384,1.0076288066544914
426,A039973,PI3K/AKT/mTOR  Signaling,8353.673388120185,1.0073006627515528
427,A039959,mTORC1 Signaling,8350.263871473697,1.0068895372241227
428,A030989,Interferon Alpha Response,8349.07893545681,1.0067466555504359
429,A029227,PI3K/AKT/mTOR  Signaling,8345.912340115758,1.0063648219022296
430,A008288,DNA Repair,8343.085620628874,1.0060239710836425
431,A039958,mTORC1 Signaling,8341.382263301364,1.0058185772544628
432,A010844,DNA Repair,8340.037581283663,1.005656433126402
433,A032154,Mitotic Spindle,8338.546531247594,1.0054766396846733
434,A008289,E2F Targets,8337.423601336704,1.0053412348165502
435,A032154,DNA Repair,8337.063051402436,1.005297759069909
436,A032143,PI3K/AKT/mTOR  Signaling,8336.327328071826,1.0052090442537924
437,A030982,PI3K/AKT/mTOR  Signaling,8334.603583603992,1.0050011921072945
438,A029224,PI3K/AKT/mTOR  Signaling,8333.853100239781,1.004910697500308
439,A029214,Interferon Gamma Response,8333.408299987872,1.0048570627018516
440,A030988,Androgen Response,8331.87780854857,1.004672513346195
441,A032147,DNA Repair,8330.554499143142,1.0045129463653972
442,A039973,mTORC1 Signaling,8330.444854689218,1.004499725243865
443,A029214,PI3K/AKT/mTOR  Signaling,8328.079867327257,1.004214550898829
444,A030205,mTORC1 Signaling,8326.033965097029,1.0039678524014513
445,A039972,E2F Targets,8322.764619036436,1.003573628890357
446,A032137,PI3K/AKT/mTOR  Signaling,8319.655045535328,1.0031986710361278
447,A029218,Interferon Alpha Response,8319.135322682865,1.0031360019384254
448,A029227,E2F Targets,8317.714117398084,1.0029646304999273
449,A040093,PI3K/AKT/mTOR  Signaling,8315.526070061707,1.002700791895081
450,A030982,mTORC1 Signaling,8312.890114974924,1.0023829437841318
451,A040104,p53 Pathway,8312.092871394,1.0022868107477862
452,A039971,DNA Repair,8311.878580033888,1.0022609711178374
453,A008287,DNA Repair,8311.808314662032,1.0022524983954373
454,A039958,DNA Repair,8310.019441074905,1.0020367928649272
455,A032137,mTORC1 Signaling,8309.707643235286,1.0019991957317977
456,A010853,DNA Repair,8308.029856107887,1.0017968852024217
457,A030207,PI3K/AKT/mTOR  Signaling,8304.841469620515,1.0014124239393796
458,A040093,E2F Targets,8303.422345919766,1.0012413035019534
459,A029214,DNA Repair,8301.968235522707,1.0010659643070126
460,A029221,Interferon Alpha Response,8301.84292558912,1.0010508542143282
461,A040104,PI3K/AKT/mTOR  Signaling,8300.535432786033,1.0008931944273216
462,A029227,Interferon Gamma Response,8300.397050342466,1.0008765080283397
463,A030213,DNA Repair,8299.318620802664,1.0007464690934063
464,A008277,PI3K/AKT/mTOR  Signaling,8296.199752929999,1.0003703905074708
465,A029219,Interferon Alpha Response,8295.152359629556,1.000244093976989
466,A008287,E2F Targets,8293.619883084984,1.0000593052538396
467,A028340,E2F Targets,8289.0050320185,0.999502838377318
468,A039958,PI3K/AKT/mTOR  Signaling,8286.944935449252,0.9992544283015198
469,A028340,PI3K/AKT/mTOR  Signaling,8286.893719487307,0.9992482525905465
470,A010844,E2F Targets,8284.908635204574,0.9990088876284858
471,A030997,PI3K/AKT/mTOR  Signaling,8284.259154837464,0.9989305721409346
472,A008289,Androgen Response,8284.186671548556,0.9989218319781866
473,A029220,TNF-alpha Signaling via NF-kB,8283.663115932446,0.9988587007190876
474,A039973,DNA Repair,8283.029912607004,0.9987823479459134
475,A039973,Interferon Gamma Response,8280.746484938121,0.9985070082124398
476,A029217,Androgen Response,8279.592626627249,0.998367873943327
477,A029221,Interferon Gamma Response,8277.559875616267,0.9981227612431486
478,A032148,mTORC1 Signaling,8270.567342671684,0.9972795892944574
479,A029229,PI3K/AKT/mTOR  Signaling,8269.97524735263,0.9972081933971575
480,A033918,PI3K/AKT/mTOR  Signaling,8268.993327791699,0.9970897918056012
481,A008288,Interferon Gamma Response,8267.126789134989,0.9968647212840952
482,A029224,DNA Repair,8263.938598350504,0.9964802836192521
483,A030988,PI3K/AKT/mTOR  Signaling,8262.168713354673,0.9962668677665532
484,A030210,DNA Repair,8261.929503879943,0.9962380234664188
485,A033915,Interferon Gamma Response,8258.496451566667,0.9958240599667993
486,A039972,PI3K/AKT/mTOR  Signaling,8258.252302946425,0.9957946200957924
487,A030205,Interferon Gamma Response,8257.725245480658,0.9957310665774889
488,A028333,PI3K/AKT/mTOR  Signaling,8256.371978469544,0.995567887255789
489,A008287,Androgen Response,8251.01362795447,0.9949217679051372
490,A010853,PI3K/AKT/mTOR  Signaling,8247.616010763775,0.9945120772350626
491,A040093,heme Metabolism,8247.607801924049,0.9945110873986981
492,A029219,Unfolded Protein Response,8241.18290688031,0.9937363622287065
493,A039958,Androgen Response,8241.013473517116,0.9937159316551002
494,A029224,TNF-alpha Signaling via NF-kB,8240.210120857078,0.9936190619752263
495,A029217,TNF-alpha Signaling via NF-kB,8236.819141262018,0.9932101716781339
496,A029221,PI3K/AKT/mTOR  Signaling,8233.040330087764,0.9927545159655641
497,A030213,PI3K/AKT/mTOR  Signaling,8231.070744513745,0.9925170198651209
498,A029214,E2F Targets,8229.707113441089,0.9923525908266109
499,A040104,E2F Targets,8229.534471695357,0.9923317733805826
500,A032147,E2F Targets,8228.775351062863,0.9922402372765607
501,A029218,DNA Repair,8228.68241472251,0.9922290308488156
502,A033915,p53 Pathway,8218.254121728378,0.9909715688968921
503,A029224,UV Response Dn,8218.087908384667,0.9909515265989114
504,A032154,E2F Targets,8217.660778717458,0.9909000225507076
505,A039959,IL-2/STAT5 Signaling,8211.369048597082,0.9901413546419141
506,A029218,PI3K/AKT/mTOR  Signaling,8209.822152542501,0.9899548271888295
507,A029221,Androgen Response,8208.56182516849,0.9898028546924029
508,A029217,PI3K/AKT/mTOR  Signaling,8206.708576744764,0.9895793867306177
509,A040093,Interferon Gamma Response,8205.114430592323,0.9893871617774419
510,A029221,E2F Targets,8202.068380580416,0.989019863697518
511,A029220,PI3K/AKT/mTOR  Signaling,8197.89676138101,0.9885168425008448
512,A029224,mTORC1 Signaling,8192.054053163864,0.9878123184446655
513,A032143,mTORC1 Signaling,8190.352043107952,0.9876070870718701
514,A029229,mTORC1 Signaling,8187.50164346806,0.9872633808586905
515,A010853,mTORC1 Signaling,8183.341827130864,0.9867617828719483
516,A010844,PI3K/AKT/mTOR  Signaling,8180.898846496106,0.9864672039605941
517,A028334,Interferon Alpha Response,8179.876685872916,0.9863439500308149
518,A032143,Interferon Gamma Response,8179.237705992371,0.9862669007104437
519,A029214,mTORC1 Signaling,8176.542205921976,0.9859418725604066
520,A032139,Androgen Response,8175.2449387097295,0.985785445793169
521,A028334,PI3K/AKT/mTOR  Signaling,8174.273165733937,0.9856682676947348
522,A033915,TNF-alpha Signaling via NF-kB,8174.033931791468,0.9856394204442372
523,A029221,DNA Repair,8173.781779252,0.985609015446541
524,A028334,E2F Targets,8173.486569266066,0.9855734185060496
525,A039971,p53 Pathway,8168.470094044085,0.9849685230808868
526,A008287,PI3K/AKT/mTOR  Signaling,8165.976499978984,0.984667841112882
527,A040104,DNA Repair,8164.056979531699,0.9844363819536736
528,A039958,Interferon Gamma Response,8163.173977468481,0.9843299080083605
529,A006690,E2F Targets,8158.215939303065,0.9837320590264894
530,A008288,mTORC1 Signaling,8158.207443729956,0.9837310346153082
531,A032154,PI3K/AKT/mTOR  Signaling,8157.0007459896915,0.9835855288746554
532,A028340,mTORC1 Signaling,8155.138426338519,0.9833609670882743
533,A028335,Interferon Alpha Response,8154.88764887437,0.983330727899584
534,A032137,Interferon Gamma Response,8153.451639651412,0.9831575713761245
535,A029229,Interferon Gamma Response,8148.486369306647,0.9825588503253189
536,A028333,Androgen Response,8148.374462593854,0.9825453564166244
537,A030988,mTORC1 Signaling,8147.77095612419,0.9824725845426687
538,A029215,Androgen Response,8146.2108183405235,0.9822844603785488
539,A008288,E2F Targets,8145.723845769027,0.9822257403674567
540,A006690,mTORC1 Signaling,8144.066908658673,0.9820259439698897
541,A040093,mTORC1 Signaling,8143.905474916803,0.9820064780047243
542,A029215,G2-M Checkpoint,8142.952541974724,0.981891571670766
543,A039971,mTORC1 Signaling,8141.237707900231,0.9816847939552041
544,A030206,Androgen Response,8140.533645126379,0.9815998968248317
545,A032147,PI3K/AKT/mTOR  Signaling,8140.522295078361,0.9815985282160341
546,A039959,Interferon Gamma Response,8138.439116036043,0.9813473348149441
547,A006690,PI3K/AKT/mTOR  Signaling,8134.676842685953,0.9808936732623644
548,A029219,DNA Repair,8133.837382243508,0.9807924496424381
549,A030982,Interferon Gamma Response,8133.59841337511,0.9807636343550392
550,A008289,Interferon Gamma Response,8133.289773439952,0.9807264180075964
551,A030989,mTORC1 Signaling,8132.952246988174,0.9806857184730592
552,A030213,Androgen Response,8131.418178078424,0.9805007377397096
553,A039973,Androgen Response,8131.2159888905535,0.980476357411023
554,A039958,p53 Pathway,8126.427303890987,0.9798989293324208
555,A030989,PI3K/AKT/mTOR  Signaling,8121.56223666,0.9793122909497097
556,A028334,DNA Repair,8115.0472302433955,0.9785266999915321
557,A030982,p53 Pathway,8111.1016039972965,0.9780509294235424
558,A008277,mTORC1 Signaling,8109.95906275824,0.9779131597868986
559,A029215,PI3K/AKT/mTOR  Signaling,8108.876769868975,0.9777826550024767
560,A029228,E2F Targets,8107.208244585296,0.9775814612825429
561,A028335,E2F Targets,8106.729763970501,0.9775237652465593
562,A030205,PI3K/AKT/mTOR  Signaling,8100.267753518388,0.9767445646351999
563,A008277,Interferon Gamma Response,8092.837069553403,0.9758485596641088
564,A030210,E2F Targets,8091.390577272668,0.9756741390750633
565,A029221,TNF-alpha Signaling via NF-kB,8089.123406556897,0.9754007596336531
566,A030997,Androgen Response,8087.6294368248655,0.9752206141298384
567,A030989,Androgen Response,8087.4923760412,0.9752040870989374
568,A039959,TNF-alpha Signaling via NF-kB,8086.262825468084,0.9750558257234151
569,A029227,mTORC1 Signaling,8082.738720403706,0.9746308829225626
570,A029214,p53 Pathway,8081.56444366856,0.9744892865638579
571,A028334,Androgen Response,8078.999394537983,0.974179988418099
572,A029219,PI3K/AKT/mTOR  Signaling,8078.489185485405,0.9741184665111576
573,A032139,PI3K/AKT/mTOR  Signaling,8077.109166374472,0.9739520613741038
574,A030207,Interferon Gamma Response,8074.431391792974,0.9736291705947637
575,A040104,mTORC1 Signaling,8072.934716460508,0.9734486988448794
576,A029228,Androgen Response,8072.196143184379,0.9733596403773083
577,A006690,Allograft Rejection,8061.478121318149,0.9720672424072616
578,A035447,Androgen Response,8060.3396671157225,0.9719299655926992
579,A029224,E2F Targets,8058.831094476451,0.9717480592445878
580,A032137,p53 Pathway,8057.040356208599,0.9715321288675891
581,A030207,mTORC1 Signaling,8055.288303809408,0.9713208633008277
582,A032145,TNF-alpha Signaling via NF-kB,8053.599517753812,0.9711172265013011
583,A029222,DNA Repair,8048.575074421051,0.9705113702672945
584,A029215,DNA Repair,8047.646828155988,0.9703994406963677
585,A028335,DNA Repair,8047.427896232919,0.9703730414991573
586,A029222,PI3K/AKT/mTOR  Signaling,8046.23502108564,0.9702292025111329
587,A029222,E2F Targets,8042.5848557340105,0.9697890591386282
588,A029228,PI3K/AKT/mTOR  Signaling,8038.318866265847,0.9692746586085951
589,A035447,Interferon Alpha Response,8037.169465221132,0.9691360618044927
590,A008287,mTORC1 Signaling,8034.631704023477,0.968830054085788
591,A028333,mTORC1 Signaling,8033.697341486351,0.9687173870039943
592,A039972,Androgen Response,8031.9305829545465,0.9685043481458389
593,A029219,E2F Targets,8030.012344730185,0.9682730435993309
594,A030997,mTORC1 Signaling,8028.319664933015,0.9680689372855815
595,A028335,PI3K/AKT/mTOR  Signaling,8025.535944661768,0.9677332713882135
596,A030206,PI3K/AKT/mTOR  Signaling,8024.808274436638,0.9676455276297515
597,A006690,IL-2/STAT5 Signaling,8023.451747540477,0.9674819552253664
598,A030210,PI3K/AKT/mTOR  Signaling,8021.730079588553,0.9672743534688173
599,A039973,p53 Pathway,8020.50257864073,0.9671263392407258
600,A032147,Androgen Response,8020.260555128898,0.9670971556190372
601,A029214,Allograft Rejection,8019.322846604702,0.9669840850722243
602,A029217,E2F Targets,8019.024633342911,0.966948125991436
603,A029220,p53 Pathway,8016.713117238618,0.966669399304907
604,A029221,mTORC1 Signaling,8015.246302415606,0.9664925281878899
605,A039958,IL-2/STAT5 Signaling,8014.390687648194,0.9663893566509826
606,A039959,p53 Pathway,8007.378187182858,0.9655437769834408
607,A039972,DNA Repair,8006.847003164034,0.9654797258780953
608,A029228,Interferon Gamma Response,8004.9496124476445,0.965250935160848
609,A032145,IL-2/STAT5 Signaling,8003.969799013479,0.9651327875297698
610,A029217,Interferon Gamma Response,8003.270650658245,0.9650484829886574
611,A032143,IL-2/STAT5 Signaling,8002.52057952577,0.9649580380892999
612,A008289,mTORC1 Signaling,7994.095197036426,0.9639420906167161
613,A006690,p53 Pathway,7992.12886858688,0.9637049872660834
614,A032143,p53 Pathway,7985.839767385074,0.9629466363569252
615,A035447,PI3K/AKT/mTOR  Signaling,7985.467513003894,0.9629017492674434
616,A030988,Interferon Gamma Response,7985.239338164909,0.9628742355431387
617,A028340,Interferon Gamma Response,7983.763530457776,0.9626962800483018
618,A033915,Adipogenesis,7982.325706941221,0.9625229047541222
619,A029224,Interferon Gamma Response,7979.973288868179,0.9622392460361007
620,A006690,Adipogenesis,7975.26365480075,0.9616713500582444
621,A039971,Interferon Alpha Response,7975.023598906777,0.9616424036953856
622,A029218,E2F Targets,7974.914119914312,0.9616292025254879
623,A033918,p53 Pathway,7971.24934206682,0.9611872971524736
624,A029214,IL-2/STAT5 Signaling,7968.864949311677,0.9608997828709205
625,A010844,mTORC1 Signaling,7968.434916086573,0.9608479287065873
626,A040104,Allograft Rejection,7964.674149720184,0.9603944488687588
627,A032137,IL-2/STAT5 Signaling,7961.977637039312,0.9600692986163653
628,A032145,Allograft Rejection,7959.051078175149,0.9597164089896718
629,A032145,p53 Pathway,7959.034694443595,0.9597144334104403
630,A006690,IL-6/JAK/STAT3 Signaling,7958.9546033583065,0.959704775886194
631,A032154,Androgen Response,7953.972891165229,0.9591040722483356
632,A029217,DNA Repair,7947.482373460729,0.9583214341822315
633,A029229,IL-2/STAT5 Signaling,7947.190639335535,0.9582862563671551
634,A032148,p53 Pathway,7942.854347262495,0.9577633786250987
635,A039972,Interferon Alpha Response,7940.6621797336775,0.9574990432001849
636,A028335,Androgen Response,7938.4230847996205,0.9572290491860249
637,A033915,UV Response Up,7934.536839370756,0.9567604388616523
638,A029219,Androgen Response,7933.063765565919,0.9565828130255735
639,A032154,Interferon Alpha Response,7927.779399706504,0.955945614875119
640,A040104,IL-2/STAT5 Signaling,7925.401023221219,0.9556588260459906
641,A029224,p53 Pathway,7925.134229874024,0.9556266556338903
642,A032143,Allograft Rejection,7922.837866431264,0.9553497560819998
643,A033915,IL-2/STAT5 Signaling,7921.55598991871,0.9551951851524615
644,A033918,Interferon Gamma Response,7918.656103450923,0.9548455117303404
645,A035447,mTORC1 Signaling,7907.644589645135,0.9535177239848628
646,A029217,p53 Pathway,7901.026655006692,0.9527197217602569
647,A039972,p53 Pathway,7899.369901549626,0.9525199475079272
648,A029227,IL-2/STAT5 Signaling,7898.693751099097,0.9524384160947041
649,A033918,IL-2/STAT5 Signaling,7894.204604516497,0.9518971068864375
650,A008287,Interferon Gamma Response,7893.331074602502,0.9517917751095748
651,A010844,Interferon Gamma Response,7892.462252644096,0.9516870110262963
652,A032145,Adipogenesis,7892.23135028354,0.9516591684126324
653,A029229,Allograft Rejection,7888.143546578929,0.9511662538360691
654,A029221,p53 Pathway,7887.676219373705,0.9511099026978724
655,A030989,p53 Pathway,7887.161228612857,0.9510478042041186
656,A030210,Interferon Gamma Response,7882.9573596134305,0.9505408942697101
657,A030213,Interferon Gamma Response,7875.5673663642265,0.9496497958568563
658,A039972,mTORC1 Signaling,7873.872655878851,0.9494454446791435
659,A032148,IL-2/STAT5 Signaling,7873.229361717304,0.9493678751351639
660,A039973,IL-2/STAT5 Signaling,7871.8155728211095,0.949197397977875
661,A010853,p53 Pathway,7871.798643789254,0.9491953566453718
662,A029220,IL-2/STAT5 Signaling,7865.908124918447,0.9484850674962949
663,A028334,mTORC1 Signaling,7864.607317209327,0.9483282138097033
664,A029218,p53 Pathway,7864.185149704568,0.9482773081077949
665,A030997,p53 Pathway,7863.181536431928,0.9481562906502398
666,A032139,mTORC1 Signaling,7862.791522000505,0.9481092620225926
667,A028334,p53 Pathway,7860.224485797653,0.9477997242721561
668,A030206,mTORC1 Signaling,7857.095307300151,0.9474224024129027
669,A030997,TNF-alpha Signaling via NF-kB,7855.45275112251,0.9472243400935525
670,A040104,IL-6/JAK/STAT3 Signaling,7854.772296354939,0.9471422896581929
671,A032137,TNF-alpha Signaling via NF-kB,7850.5266692691675,0.946630344460123
672,A032154,mTORC1 Signaling,7848.8707638716805,0.9464306724683123
673,A033918,Adipogenesis,7847.7919589866215,0.946300588273586
674,A032148,Adipogenesis,7843.720336787093,0.94580962489143
675,A030210,TNF-alpha Signaling via NF-kB,7839.735312473471,0.9453291036350085
676,A030210,IL-2/STAT5 Signaling,7834.577917840037,0.9447072158988041
677,A040104,Apoptosis,7834.5771486758895,0.9447071231516354
678,A032137,Allograft Rejection,7832.429690190576,0.944448178821999
679,A029222,Androgen Response,7829.049606656456,0.9440406023911421
680,A030210,mTORC1 Signaling,7825.773548388208,0.9436455695102167
681,A039971,Androgen Response,7824.9724639276465,0.9435489733338338
682,A029229,p53 Pathway,7822.525835303937,0.9432539545415413
683,A029218,Androgen Response,7822.268573382604,0.9432229334455732
684,A039958,Adipogenesis,7821.389824245565,0.9431169723255957
685,A032147,mTORC1 Signaling,7817.025163753629,0.9425906738695817
686,A029220,Allograft Rejection,7816.548808541236,0.9425332341183662
687,A039958,TNF-alpha Signaling via NF-kB,7812.8573610912135,0.9420881128776665
688,A030207,p53 Pathway,7810.540373242433,0.9418087263985419
689,A029219,mTORC1 Signaling,7810.098539063694,0.9417554492544171
690,A028340,IL-2/STAT5 Signaling,7808.340753336308,0.9415434923528354
691,A039959,Adipogenesis,7808.252387963757,0.9415328371004454
692,A008288,p53 Pathway,7806.667616595769,0.9413417425753046
693,A039972,IL-2/STAT5 Signaling,7803.42106440631,0.940950267589372
694,A032148,TNF-alpha Signaling via NF-kB,7801.50021353103,0.9407186480048108
695,A029224,IL-2/STAT5 Signaling,7800.450883945146,0.9405921179936173
696,A029227,p53 Pathway,7799.212862658618,0.94044283520454
697,A032147,IL-2/STAT5 Signaling,7797.345645825491,0.9402176829073261
698,A032145,UV Response Dn,7796.965956520467,0.940171899301621
699,A032147,TNF-alpha Signaling via NF-kB,7795.8351383853005,0.9400355432575094
700,A030982,IL-2/STAT5 Signaling,7794.4713541655,0.9398710957522467
701,A032143,Adipogenesis,7793.332339652414,0.9397337513744372
702,A028334,IL-2/STAT5 Signaling,7790.198324710083,0.9393558463281407
703,A030206,Interferon Gamma Response,7789.849012309753,0.9393137256231512
704,A030997,Interferon Gamma Response,7781.425467172445,0.9382979997017147
705,A029227,Allograft Rejection,7781.043561936984,0.9382519488952114
706,A032154,p53 Pathway,7780.525284541089,0.9381894540932101
707,A030989,Interferon Gamma Response,7778.334478340326,0.9379252828196328
708,A032137,Adipogenesis,7777.420860014774,0.937815117111438
709,A029218,mTORC1 Signaling,7777.368512136036,0.9378088049119424
710,A028340,p53 Pathway,7776.65012767671,0.9377221808474897
711,A010853,Interferon Gamma Response,7775.869559884462,0.9376280586071383
712,A033918,TNF-alpha Signaling via NF-kB,7774.9107760347415,0.9375124467604228
713,A029215,mTORC1 Signaling,7774.558064783496,0.9374699162159984
714,A039973,TNF-alpha Signaling via NF-kB,7773.7761665939015,0.9373756335539898
715,A029229,TNF-alpha Signaling via NF-kB,7773.116744170951,0.9372961192358198
716,A032139,p53 Pathway,7770.280144471746,0.9369540770438144
717,A008277,p53 Pathway,7770.09918223937,0.9369322562988395
718,A032147,Interferon Gamma Response,7769.702851459988,0.9368844660348212
719,A029217,mTORC1 Signaling,7765.9880795012195,0.9364365322837412
720,A029221,IL-2/STAT5 Signaling,7765.709527632966,0.936402944008444
721,A029227,TNF-alpha Signaling via NF-kB,7764.824955562846,0.9362962807489312
722,A028334,TNF-alpha Signaling via NF-kB,7763.250880716983,0.9361064760292838
723,A032148,UV Response Up,7762.476936388553,0.9360131524578752
724,A039958,Apoptosis,7760.742956664031,0.9358040661260834
725,A030213,mTORC1 Signaling,7760.4911218788275,0.9357736994437564
726,A008288,TNF-alpha Signaling via NF-kB,7759.07523245564,0.9356029690012199
727,A039959,Allograft Rejection,7758.511902088307,0.9355350416325044
728,A028333,p53 Pathway,7756.71579363471,0.9353184637090423
729,A032137,UV Response Dn,7756.412569016791,0.935281900350098
730,A032147,p53 Pathway,7755.630191425511,0.935187559880989
731,A030988,p53 Pathway,7751.515608699992,0.9346914162428794
732,A028333,Interferon Gamma Response,7751.272418314071,0.9346620919174561
733,A030982,Adipogenesis,7751.0583272885415,0.9346362764442043
734,A008288,IL-2/STAT5 Signaling,7744.647583820013,0.9338632576960975
735,A030210,p53 Pathway,7743.699469775158,0.933748932433261
736,A008289,p53 Pathway,7739.293202913721,0.9332176170078701
737,A030205,p53 Pathway,7737.403646181743,0.9329897709262727
738,A032148,Allograft Rejection,7735.15169844429,0.9327182270984227
739,A028335,mTORC1 Signaling,7731.620263690127,0.9322924004706554
740,A032137,Fatty Acid Metabolism,7731.452179979604,0.9322721326405475
741,A030982,TNF-alpha Signaling via NF-kB,7728.785114216009,0.9319505331493474
742,A029215,p53 Pathway,7725.1610194279565,0.9315135334113553
743,A030982,Fatty Acid Metabolism,7723.506873624141,0.9313140735944513
744,A030207,IL-2/STAT5 Signaling,7721.819395205946,0.9311105944721476
745,A032137,UV Response Up,7718.622689010321,0.9307251300040186
746,A008277,Adipogenesis,7714.503974536205,0.9302284881523798
747,A039973,Adipogenesis,7713.2185966827055,0.9300734950249782
748,A032143,UV Response Up,7713.131599902075,0.9300630047998144
749,A029224,Allograft Rejection,7709.325981284921,0.9296041165985244
750,A040093,IL-2/STAT5 Signaling,7704.880657007623,0.9290680915610797
751,A032143,UV Response Dn,7703.702610699767,0.9289260406606528
752,A032145,UV Response Up,7702.503504545581,0.9287814503268315
753,A030988,IL-2/STAT5 Signaling,7701.008672126796,0.9286012007987274
754,A008287,IL-2/STAT5 Signaling,7697.8746005403045,0.9282232889221782
755,A030989,IL-2/STAT5 Signaling,7695.879665489485,0.927982736137137
756,A029215,E2F Targets,7694.733821919821,0.9278445682996472
757,A029228,p53 Pathway,7693.419448654811,0.9276860788544136
758,A029224,Apoptosis,7691.710954115546,0.9274800655711846
759,A029217,IL-2/STAT5 Signaling,7690.203360158122,0.9272982772342557
760,A030205,Allograft Rejection,7689.864098216713,0.9272573684313195
761,A033918,UV Response Up,7687.920565701335,0.9270230138546127
762,A029218,Interferon Gamma Response,7686.738749221002,0.9268805083401425
763,A010844,p53 Pathway,7679.882976522553,0.9260538271830072
764,A029214,Apoptosis,7677.995590919869,0.9258262429000071
765,A006690,KRAS Signaling Up,7676.201952892814,0.9256099628649321
766,A029215,Interferon Gamma Response,7675.188330801269,0.9254877385263501
767,A040093,UV Response Dn,7674.900697510173,0.9254530551970781
768,A029222,Interferon Gamma Response,7674.454019206762,0.9253991939398614
769,A008287,p53 Pathway,7673.999670248213,0.9253444077415264
770,A029215,IL-2/STAT5 Signaling,7673.429042001715,0.9252756003816769
771,A039959,UV Response Up,7673.417625297841,0.9252742237353987
772,A029227,Adipogenesis,7673.03899810927,0.9252285682015678
773,A032143,TNF-alpha Signaling via NF-kB,7670.984592110377,0.9249808443047742
774,A032137,Apoptosis,7670.816290875595,0.9249605502452077
775,A029224,Adipogenesis,7668.649748748658,0.9246993047764244
776,A033918,UV Response Dn,7668.332611104914,0.9246610637603007
777,A008288,Adipogenesis,7664.256212091168,0.9241695243814658
778,A030205,Adipogenesis,7663.752022516155,0.9241087283137401
779,A033915,UV Response Dn,7660.662162311835,0.9237361475235877
780,A032145,Apoptosis,7656.900059932013,0.9232825065869043
781,A028334,Interferon Gamma Response,7655.685192218356,0.9231360156964581
782,A030213,p53 Pathway,7655.497029713797,0.9231133267299709
783,A030982,UV Response Up,7652.526877197326,0.9227551805038366
784,A028340,TNF-alpha Signaling via NF-kB,7651.460281755581,0.9226265685453076
785,A039971,Adipogenesis,7648.646488618604,0.9222872764087784
786,A035447,p53 Pathway,7643.816783438489,0.9217049020444966
787,A030213,TNF-alpha Signaling via NF-kB,7640.897979462845,0.9213529475159308
788,A030982,UV Response Dn,7635.177908635766,0.9206632112924275
789,A030205,IL-2/STAT5 Signaling,7633.839620222974,0.9205018381165172
790,A029228,mTORC1 Signaling,7632.9245221975,0.9203914939834974
791,A032148,UV Response Dn,7629.402161835578,0.9199667615619427
792,A008289,IL-2/STAT5 Signaling,7629.193476819024,0.9199415979547827
793,A040093,Allograft Rejection,7628.612755757147,0.9198715735854635
794,A028340,Allograft Rejection,7627.787966585756,0.9197721190532628
795,A029220,Adipogenesis,7627.716071974708,0.9197634498743289
796,A040093,DNA Repair,7625.229669804199,0.9194636351176516
797,A033918,Apoptosis,7624.371419449808,0.9193601457770204
798,A030997,IL-2/STAT5 Signaling,7623.90013886017,0.9193033179327622
799,A033915,heme Metabolism,7623.346278059007,0.9192365324210283
800,A008277,IL-2/STAT5 Signaling,7617.189441960776,0.9184941302712123
801,A029228,heme Metabolism,7613.967702353666,0.9181056472301983
802,A006690,Apical Junction,7613.742230158781,0.9180784593954833
803,A030988,Adipogenesis,7612.5835520861965,0.917938743951007
804,A039958,Allograft Rejection,7611.385666530714,0.9177943007991292
805,A030206,p53 Pathway,7606.763127001315,0.9172369068341963
806,A030989,TNF-alpha Signaling via NF-kB,7601.21318075495,0.9165676845325261
807,A029229,Adipogenesis,7601.1193030248505,0.9165563645903457
808,A008289,Adipogenesis,7599.0712329093785,0.9163094046855439
809,A030982,Allograft Rejection,7596.855976103881,0.9160422851149469
810,A008289,TNF-alpha Signaling via NF-kB,7591.458482925182,0.9153914458729155
811,A028335,Interferon Gamma Response,7591.191074844495,0.9153592013351672
812,A029224,UV Response Up,7589.7988274321215,0.91519132168797
813,A008287,Adipogenesis,7588.889818306909,0.9150817117652771
814,A039958,Pperoxisome,7587.8338814589915,0.9149543850387805
815,A030210,Allograft Rejection,7587.797963338287,0.9149500539684706
816,A010844,IL-2/STAT5 Signaling,7587.688246033746,0.9149368240624824
817,A040093,Apoptosis,7586.45092427897,0.9147876256241769
818,A029219,IL-2/STAT5 Signaling,7585.429126832163,0.9146644154868462
819,A032139,Interferon Gamma Response,7584.35865169906,0.9145353357082942
820,A030989,Adipogenesis,7582.0665738218595,0.9142589529174533
821,A033918,heme Metabolism,7580.9577360003495,0.9141252472983086
822,A035447,Interferon Gamma Response,7579.270971209131,0.9139218542264037
823,A029222,IL-2/STAT5 Signaling,7578.104293691629,0.9137811741947581
824,A010853,Pperoxisome,7577.514952515872,0.913710110396912
825,A028333,IL-2/STAT5 Signaling,7576.530202683605,0.9135913675262489
826,A008288,Apoptosis,7575.734549621739,0.9134954262774949
827,A032137,Pperoxisome,7567.932888471716,0.9125546882234843
828,A030207,TNF-alpha Signaling via NF-kB,7565.464923476686,0.9122570966539267
829,A028340,Adipogenesis,7564.269576361101,0.9121129595916065
830,A029215,Adipogenesis,7562.802015287274,0.9119359984903506
831,A008289,Allograft Rejection,7561.4691642308135,0.9117752809604516
832,A030207,Adipogenesis,7561.460596702487,0.9117742478727834
833,A029220,Apoptosis,7561.434624779187,0.9117711161324893
834,A006690,Fatty Acid Metabolism,7557.949243118808,0.9113508426679516
